CustomerKey,ProductKey,Total Sales,Total Cost,Total Profit,Profit Margin,Year
13360,222,34.99,13.0863,21.9037,62.60%,2003
13360,485,21.98,8.2205,13.759500000000001,62.60%,2003
13361,355,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13361,369,2443.35,1518.7864,924.5636,37.84%,2002
13361,480,2.29,0.8565,1.4335,62.60%,2004
13362,359,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13362,371,2181.5625,1320.6838,860.8787,39.46%,2002
13363,237,49.99,38.4923,11.497700000000002,23.00%,2003
13363,485,21.98,8.2205,13.759500000000001,62.60%,2003
13364,217,34.99,13.0863,21.9037,62.60%,2003
13364,485,21.98,8.2205,13.759500000000001,62.60%,2003
13365,480,2.29,0.8565,1.4335,62.60%,2004
13365,485,21.98,8.2205,13.759500000000001,62.60%,2004
13366,214,34.99,13.0863,21.9037,62.60%,2003
13366,222,34.99,13.0863,21.9037,62.60%,2004
13366,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13366,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
13367,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13367,379,2181.5625,1320.6838,860.8787,39.46%,2002
13367,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13367,478,9.99,3.7363,6.2537,62.60%,2003
13368,228,49.99,38.4923,11.497700000000002,23.00%,2004
13368,485,21.98,8.2205,13.759500000000001,62.60%,2004
13369,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13369,368,2443.35,1518.7864,924.5636,37.84%,2002
13369,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13369,537,35,13.09,21.91,62.60%,2003
13370,359,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13370,537,35,13.09,21.91,62.60%,2004
13371,237,49.99,38.4923,11.497700000000002,23.00%,2004
13371,485,21.98,8.2205,13.759500000000001,62.60%,2004
13372,485,21.98,8.2205,13.759500000000001,62.60%,2003
13372,487,54.99,20.5663,34.423700000000004,62.60%,2003
13373,217,34.99,13.0863,21.9037,62.60%,2003
13373,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13373,478,9.99,3.7363,6.2537,62.60%,2003
13373,485,21.98,8.2205,13.759500000000001,62.60%,2003
13374,217,34.99,13.0863,21.9037,62.60%,2004
13374,485,21.98,8.2205,13.759500000000001,62.60%,2004
13375,231,49.99,38.4923,11.497700000000002,23.00%,2004
13375,485,21.98,8.2205,13.759500000000001,62.60%,2004
13376,482,8.99,3.3623,5.627700000000001,62.60%,2004
13376,485,21.98,8.2205,13.759500000000001,62.60%,2004
13377,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13378,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13378,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13378,373,2181.5625,1320.6838,860.8787,39.46%,2002
13378,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13378,478,9.99,3.7363,6.2537,62.60%,2003
13378,485,21.98,8.2205,13.759500000000001,62.60%,2003
13379,480,2.29,0.8565,1.4335,62.60%,2004
13379,485,21.98,8.2205,13.759500000000001,62.60%,2004
13380,222,34.99,13.0863,21.9037,62.60%,2004
13380,357,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13380,369,2443.35,1518.7864,924.5636,37.84%,2002
13380,485,21.98,8.2205,13.759500000000001,62.60%,2004
13381,234,49.99,38.4923,11.497700000000002,23.00%,2004
13381,485,21.98,8.2205,13.759500000000001,62.60%,2004
13382,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13382,379,2181.5625,1320.6838,860.8787,39.46%,2002
13382,480,2.29,0.8565,1.4335,62.60%,2003
13382,485,21.98,8.2205,13.759500000000001,62.60%,2003
13383,353,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13383,377,2181.5625,1320.6838,860.8787,39.46%,2002
13383,478,9.99,3.7363,6.2537,62.60%,2004
13384,231,49.99,38.4923,11.497700000000002,23.00%,2004
13384,355,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13384,371,2181.5625,1320.6838,860.8787,39.46%,2002
13384,485,21.98,8.2205,13.759500000000001,62.60%,2004
13385,222,34.99,13.0863,21.9037,62.60%,2004
13385,359,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13385,377,2181.5625,1320.6838,860.8787,39.46%,2002
13385,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13385,478,9.99,3.7363,6.2537,62.60%,2004
13385,485,21.98,8.2205,13.759500000000001,62.60%,2004
13386,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13386,485,21.98,8.2205,13.759500000000001,62.60%,2004
13386,490,53.99,41.5723,12.417700000000004,23.00%,2004
13387,361,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13387,480,2.29,0.8565,1.4335,62.60%,2004
13387,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13387,537,35,13.09,21.91,62.60%,2004
13388,222,34.99,13.0863,21.9037,62.60%,2003
13388,234,49.99,38.4923,11.497700000000002,23.00%,2003
13388,485,21.98,8.2205,13.759500000000001,62.60%,2003
13389,214,34.99,13.0863,21.9037,62.60%,2004
13389,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13389,234,49.99,38.4923,11.497700000000002,23.00%,2004
13389,485,21.98,8.2205,13.759500000000001,62.60%,2004
13390,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13390,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13390,478,9.99,3.7363,6.2537,62.60%,2004
13390,485,21.98,8.2205,13.759500000000001,62.60%,2004
13390,490,53.99,41.5723,12.417700000000004,23.00%,2004
13391,353,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13391,473,63.5,23.749,39.751000000000005,62.60%,2004
13391,485,21.98,8.2205,13.759500000000001,62.60%,2004
13392,222,34.99,13.0863,21.9037,62.60%,2004
13392,485,21.98,8.2205,13.759500000000001,62.60%,2004
13393,214,34.99,13.0863,21.9037,62.60%,2003
13393,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13393,485,21.98,8.2205,13.759500000000001,62.60%,2003
13394,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13394,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13394,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13394,478,9.99,3.7363,6.2537,62.60%,2003
13395,485,21.98,8.2205,13.759500000000001,62.60%,2004
13396,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13396,480,2.29,0.8565,1.4335,62.60%,2003
13396,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13396,537,35,13.09,21.91,62.60%,2003
13397,357,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13397,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13397,478,9.99,3.7363,6.2537,62.60%,2004
13397,485,21.98,8.2205,13.759500000000001,62.60%,2004
13397,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13397,537,35,13.09,21.91,62.60%,2004
13398,357,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13398,480,2.29,0.8565,1.4335,62.60%,2004
13399,361,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13400,363,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13400,377,2181.5625,1320.6838,860.8787,39.46%,2002
13400,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13400,478,9.99,3.7363,6.2537,62.60%,2004
13400,485,21.98,8.2205,13.759500000000001,62.60%,2004
13400,487,54.99,20.5663,34.423700000000004,62.60%,2004
13401,355,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13401,369,2443.35,1518.7864,924.5636,37.84%,2002
13401,537,35,13.09,21.91,62.60%,2004
13402,361,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13402,368,2443.35,1518.7864,924.5636,37.84%,2002
13402,487,54.99,20.5663,34.423700000000004,62.60%,2004
13403,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13403,371,2181.5625,1320.6838,860.8787,39.46%,2002
13403,485,21.98,8.2205,13.759500000000001,62.60%,2003
13403,487,54.99,20.5663,34.423700000000004,62.60%,2003
13404,222,34.99,13.0863,21.9037,62.60%,2003
13404,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13404,362,2049.0982,1105.81,943.2882,46.03%,2003
13404,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13404,478,9.99,3.7363,6.2537,62.60%,2003
13404,482,8.99,3.3623,5.627700000000001,62.60%,2003
13404,564,2384.07,1481.9379,902.1321000000003,37.84%,2003
13405,222,34.99,13.0863,21.9037,62.60%,2003
13405,311,3578.27,2171.2942,1406.9758000000002,39.32%,2002
13405,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13405,380,2443.35,1554.9479,888.4021,36.36%,2004
13405,477,9.98,3.7326,6.247400000000001,62.60%,2003
13405,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13405,478,9.99,3.7363,6.2537,62.60%,2003
13405,479,8.99,3.3623,5.627700000000001,62.60%,2003
13405,479,8.99,3.3623,5.627700000000001,62.60%,2004
13405,563,2384.07,1481.9379,902.1321000000003,37.84%,2003
13406,217,34.99,13.0863,21.9037,62.60%,2003
13406,217,34.99,13.0863,21.9037,62.60%,2004
13406,222,34.99,13.0863,21.9037,62.60%,2004
13406,314,3578.27,2171.2942,1406.9758000000002,39.32%,2001
13406,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13406,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13406,478,9.99,3.7363,6.2537,62.60%,2003
13406,569,742.35,461.4448,280.90520000000004,37.84%,2004
13406,606,539.99,343.6496,196.3404,36.36%,2004
13407,217,34.99,13.0863,21.9037,62.60%,2003
13407,222,34.99,13.0863,21.9037,62.60%,2003
13407,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13407,234,49.99,38.4923,11.497700000000002,23.00%,2003
13407,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13407,362,2049.0982,1105.81,943.2882,46.03%,2003
13407,485,21.98,8.2205,13.759500000000001,62.60%,2003
13407,574,2384.07,1481.9379,902.1321000000003,37.84%,2003
13408,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13408,360,2049.0982,1105.81,943.2882,46.03%,2003
13408,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13408,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13408,478,9.99,3.7363,6.2537,62.60%,2003
13408,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13408,537,35,13.09,21.91,62.60%,2003
13408,563,2384.07,1481.9379,902.1321000000003,37.84%,2003
13409,214,34.99,13.0863,21.9037,62.60%,2004
13409,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13409,228,49.99,38.4923,11.497700000000002,23.00%,2004
13409,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13409,478,9.99,3.7363,6.2537,62.60%,2004
13410,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13410,478,9.99,3.7363,6.2537,62.60%,2003
13411,217,34.99,13.0863,21.9037,62.60%,2003
13411,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13411,356,2071.4196,1117.8559,953.5637000000002,46.03%,2003
13411,482,8.99,3.3623,5.627700000000001,62.60%,2003
13411,574,2384.07,1481.9379,902.1321000000003,37.84%,2003
13412,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13412,480,2.29,0.8565,1.4335,62.60%,2004
13412,530,4.99,1.8663,3.1237000000000004,62.60%,2004
13412,541,28.99,10.8423,18.1477,62.60%,2004
13413,214,34.99,13.0863,21.9037,62.60%,2004
13413,485,21.98,8.2205,13.759500000000001,62.60%,2004
13414,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13415,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13415,481,8.99,3.3623,5.627700000000001,62.60%,2003
13415,485,21.98,8.2205,13.759500000000001,62.60%,2003
13416,214,34.99,13.0863,21.9037,62.60%,2003
13416,237,49.99,38.4923,11.497700000000002,23.00%,2003
13416,485,21.98,8.2205,13.759500000000001,62.60%,2003
13417,214,34.99,13.0863,21.9037,62.60%,2003
13417,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13417,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13417,537,35,13.09,21.91,62.60%,2003
13418,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13418,491,53.99,41.5723,12.417700000000004,23.00%,2004
13418,537,35,13.09,21.91,62.60%,2003
13418,573,2384.07,1481.9379,902.1321000000003,37.84%,2004
13419,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13419,375,2181.5625,1320.6838,860.8787,39.46%,2002
13420,217,34.99,13.0863,21.9037,62.60%,2003
13420,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13420,368,2443.35,1518.7864,924.5636,37.84%,2002
13421,480,2.29,0.8565,1.4335,62.60%,2003
13421,485,21.98,8.2205,13.759500000000001,62.60%,2003
13422,222,34.99,13.0863,21.9037,62.60%,2003
13422,463,24.49,9.1593,15.330699999999998,62.60%,2003
13422,485,21.98,8.2205,13.759500000000001,62.60%,2003
13423,228,49.99,38.4923,11.497700000000002,23.00%,2004
13423,477,9.98,3.7326,6.247400000000001,62.60%,2004
13423,478,9.99,3.7363,6.2537,62.60%,2004
13423,484,7.95,2.9733,4.9767,62.60%,2004
13423,487,54.99,20.5663,34.423700000000004,62.60%,2004
13423,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13423,537,35,13.09,21.91,62.60%,2004
13424,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13424,370,2443.35,1518.7864,924.5636,37.84%,2002
13424,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13424,478,9.99,3.7363,6.2537,62.60%,2003
13424,488,53.99,41.5723,12.417700000000004,23.00%,2003
13425,231,49.99,38.4923,11.497700000000002,23.00%,2003
13425,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13425,369,2443.35,1518.7864,924.5636,37.84%,2002
13425,485,21.98,8.2205,13.759500000000001,62.60%,2003
13426,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13426,379,2181.5625,1320.6838,860.8787,39.46%,2002
13426,485,21.98,8.2205,13.759500000000001,62.60%,2003
13427,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13428,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13428,485,21.98,8.2205,13.759500000000001,62.60%,2003
13429,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13429,377,2181.5625,1320.6838,860.8787,39.46%,2002
13429,473,63.5,23.749,39.751000000000005,62.60%,2003
13429,485,21.98,8.2205,13.759500000000001,62.60%,2003
13430,481,8.99,3.3623,5.627700000000001,62.60%,2003
13430,485,21.98,8.2205,13.759500000000001,62.60%,2003
13431,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13431,377,2181.5625,1320.6838,860.8787,39.46%,2002
13431,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13431,478,9.99,3.7363,6.2537,62.60%,2003
13431,485,21.98,8.2205,13.759500000000001,62.60%,2003
13431,488,53.99,41.5723,12.417700000000004,23.00%,2003
13432,217,34.99,13.0863,21.9037,62.60%,2003
13432,485,21.98,8.2205,13.759500000000001,62.60%,2003
13433,222,34.99,13.0863,21.9037,62.60%,2003
13433,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13433,373,2181.5625,1320.6838,860.8787,39.46%,2002
13433,485,21.98,8.2205,13.759500000000001,62.60%,2003
13434,353,2319.99,1265.6195,1054.3704999999998,45.45%,2004
13434,537,35,13.09,21.91,62.60%,2004
13435,222,34.99,13.0863,21.9037,62.60%,2003
13435,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13435,369,2443.35,1518.7864,924.5636,37.84%,2002
13435,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13435,537,35,13.09,21.91,62.60%,2003
13436,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13436,371,2181.5625,1320.6838,860.8787,39.46%,2002
13436,485,21.98,8.2205,13.759500000000001,62.60%,2003
13437,234,49.99,38.4923,11.497700000000002,23.00%,2003
13437,481,8.99,3.3623,5.627700000000001,62.60%,2003
13437,485,21.98,8.2205,13.759500000000001,62.60%,2003
13438,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13438,379,2181.5625,1320.6838,860.8787,39.46%,2002
13439,222,34.99,13.0863,21.9037,62.60%,2003
13439,485,21.98,8.2205,13.759500000000001,62.60%,2003
13440,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13440,473,63.5,23.749,39.751000000000005,62.60%,2003
13440,485,21.98,8.2205,13.759500000000001,62.60%,2003
13440,490,53.99,41.5723,12.417700000000004,23.00%,2004
13440,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
13441,467,24.49,9.1593,15.330699999999998,62.60%,2004
13441,485,21.98,8.2205,13.759500000000001,62.60%,2004
13442,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13442,379,2181.5625,1320.6838,860.8787,39.46%,2002
13442,480,2.29,0.8565,1.4335,62.60%,2003
13442,485,21.98,8.2205,13.759500000000001,62.60%,2003
13443,214,34.99,13.0863,21.9037,62.60%,2003
13443,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13443,371,2181.5625,1320.6838,860.8787,39.46%,2002
13444,217,34.99,13.0863,21.9037,62.60%,2004
13444,485,21.98,8.2205,13.759500000000001,62.60%,2004
13445,485,21.98,8.2205,13.759500000000001,62.60%,2004
13445,488,53.99,41.5723,12.417700000000004,23.00%,2004
13446,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13446,371,2181.5625,1320.6838,860.8787,39.46%,2002
13446,537,35,13.09,21.91,62.60%,2003
13447,217,34.99,13.0863,21.9037,62.60%,2003
13447,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13447,371,2181.5625,1320.6838,860.8787,39.46%,2002
13447,485,21.98,8.2205,13.759500000000001,62.60%,2003
13448,485,21.98,8.2205,13.759500000000001,62.60%,2003
13449,214,34.99,13.0863,21.9037,62.60%,2003
13449,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13449,379,2181.5625,1320.6838,860.8787,39.46%,2002
13449,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13449,478,9.99,3.7363,6.2537,62.60%,2003
13450,217,34.99,13.0863,21.9037,62.60%,2003
13450,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13450,369,2443.35,1518.7864,924.5636,37.84%,2002
13451,485,21.98,8.2205,13.759500000000001,62.60%,2004
13452,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13452,369,2443.35,1518.7864,924.5636,37.84%,2002
13452,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13452,478,9.99,3.7363,6.2537,62.60%,2003
13452,485,21.98,8.2205,13.759500000000001,62.60%,2003
13453,214,34.99,13.0863,21.9037,62.60%,2003
13453,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13453,375,2181.5625,1320.6838,860.8787,39.46%,2002
13453,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13453,537,35,13.09,21.91,62.60%,2003
13454,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13454,480,2.29,0.8565,1.4335,62.60%,2003
13454,485,21.98,8.2205,13.759500000000001,62.60%,2003
13455,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13455,484,7.95,2.9733,4.9767,62.60%,2003
13455,485,21.98,8.2205,13.759500000000001,62.60%,2003
13456,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13456,237,49.99,38.4923,11.497700000000002,23.00%,2003
13456,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13456,371,2181.5625,1320.6838,860.8787,39.46%,2002
13456,485,21.98,8.2205,13.759500000000001,62.60%,2003
13457,222,34.99,13.0863,21.9037,62.60%,2004
13457,485,21.98,8.2205,13.759500000000001,62.60%,2004
13458,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13458,478,9.99,3.7363,6.2537,62.60%,2003
13458,484,7.95,2.9733,4.9767,62.60%,2003
13458,485,21.98,8.2205,13.759500000000001,62.60%,2003
13459,217,34.99,13.0863,21.9037,62.60%,2004
13459,485,21.98,8.2205,13.759500000000001,62.60%,2004
13460,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13460,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13460,479,8.99,3.3623,5.627700000000001,62.60%,2004
13460,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
13461,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13461,375,2181.5625,1320.6838,860.8787,39.46%,2002
13462,222,34.99,13.0863,21.9037,62.60%,2004
13462,359,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13462,373,2181.5625,1320.6838,860.8787,39.46%,2002
13462,463,24.49,9.1593,15.330699999999998,62.60%,2004
13462,485,21.98,8.2205,13.759500000000001,62.60%,2004
13463,217,34.99,13.0863,21.9037,62.60%,2004
13463,237,49.99,38.4923,11.497700000000002,23.00%,2004
13463,485,21.98,8.2205,13.759500000000001,62.60%,2004
13464,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13464,375,2181.5625,1320.6838,860.8787,39.46%,2002
13465,485,21.98,8.2205,13.759500000000001,62.60%,2004
13465,491,53.99,41.5723,12.417700000000004,23.00%,2004
13466,467,24.49,9.1593,15.330699999999998,62.60%,2004
13466,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13466,478,9.99,3.7363,6.2537,62.60%,2004
13466,490,53.99,41.5723,12.417700000000004,23.00%,2004
13466,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13466,537,35,13.09,21.91,62.60%,2004
13467,485,21.98,8.2205,13.759500000000001,62.60%,2003
13468,222,34.99,13.0863,21.9037,62.60%,2003
13468,228,49.99,38.4923,11.497700000000002,23.00%,2003
13468,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13468,379,2181.5625,1320.6838,860.8787,39.46%,2002
13468,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13468,537,35,13.09,21.91,62.60%,2003
13469,231,49.99,38.4923,11.497700000000002,23.00%,2004
13469,485,21.98,8.2205,13.759500000000001,62.60%,2004
13470,222,34.99,13.0863,21.9037,62.60%,2004
13470,485,21.98,8.2205,13.759500000000001,62.60%,2004
13471,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13471,485,21.98,8.2205,13.759500000000001,62.60%,2003
13472,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13472,486,159,59.466,99.53399999999999,62.60%,2003
13472,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13472,537,35,13.09,21.91,62.60%,2003
13473,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13473,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13473,478,9.99,3.7363,6.2537,62.60%,2003
13473,481,8.99,3.3623,5.627700000000001,62.60%,2003
13474,217,34.99,13.0863,21.9037,62.60%,2004
13474,222,34.99,13.0863,21.9037,62.60%,2003
13474,222,34.99,13.0863,21.9037,62.60%,2004
13474,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13474,228,49.99,38.4923,11.497700000000002,23.00%,2004
13474,231,49.99,38.4923,11.497700000000002,23.00%,2004
13474,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13474,478,9.99,3.7363,6.2537,62.60%,2003
13474,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13474,529,3.99,1.4923,2.4977,62.60%,2004
13474,530,4.99,1.8663,3.1237000000000004,62.60%,2003
13474,537,35,13.09,21.91,62.60%,2004
13474,540,32.6,12.1924,20.407600000000002,62.60%,2004
13474,541,28.99,10.8423,18.1477,62.60%,2003
13475,217,34.99,13.0863,21.9037,62.60%,2004
13475,485,21.98,8.2205,13.759500000000001,62.60%,2004
13476,485,21.98,8.2205,13.759500000000001,62.60%,2003
13476,489,53.99,41.5723,12.417700000000004,23.00%,2003
13477,214,34.99,13.0863,21.9037,62.60%,2003
13477,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13477,377,2181.5625,1320.6838,860.8787,39.46%,2002
13478,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
13478,369,2443.35,1518.7864,924.5636,37.84%,2002
13478,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13478,478,9.99,3.7363,6.2537,62.60%,2003
13478,483,120,44.88,75.12,62.60%,2003
13479,485,21.98,8.2205,13.759500000000001,62.60%,2004
13479,488,53.99,41.5723,12.417700000000004,23.00%,2004
13480,214,34.99,13.0863,21.9037,62.60%,2003
13480,465,24.49,9.1593,15.330699999999998,62.60%,2003
13480,485,21.98,8.2205,13.759500000000001,62.60%,2003
13481,225,8.99,6.9223,2.0677000000000003,23.00%,2004
13481,485,21.98,8.2205,13.759500000000001,62.60%,2004
13482,363,2294.99,1251.9813,1043.0086999999999,45.45%,2004
13482,371,2181.5625,1320.6838,860.8787,39.46%,2002
13482,480,2.29,0.8565,1.4335,62.60%,2004
13482,485,21.98,8.2205,13.759500000000001,62.60%,2004
13483,222,34.99,13.0863,21.9037,62.60%,2004
13483,485,21.98,8.2205,13.759500000000001,62.60%,2004
13484,214,34.99,13.0863,21.9037,62.60%,2003
13484,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13484,368,2443.35,1518.7864,924.5636,37.84%,2002
13484,528,4.99,1.8663,3.1237000000000004,62.60%,2003
13484,537,35,13.09,21.91,62.60%,2003
13485,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13485,478,9.99,3.7363,6.2537,62.60%,2003
13485,485,21.98,8.2205,13.759500000000001,62.60%,2003
13486,217,34.99,13.0863,21.9037,62.60%,2003
13486,473,63.5,23.749,39.751000000000005,62.60%,2004
13486,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13486,478,9.99,3.7363,6.2537,62.60%,2003
13486,485,21.98,8.2205,13.759500000000001,62.60%,2004
13486,487,54.99,20.5663,34.423700000000004,62.60%,2003
13486,537,35,13.09,21.91,62.60%,2004
13487,217,34.99,13.0863,21.9037,62.60%,2003
13487,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13487,377,2181.5625,1320.6838,860.8787,39.46%,2002
13487,485,21.98,8.2205,13.759500000000001,62.60%,2003
13488,483,120,44.88,75.12,62.60%,2003
13488,485,21.98,8.2205,13.759500000000001,62.60%,2003
13489,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13489,369,2443.35,1518.7864,924.5636,37.84%,2002
13489,480,2.29,0.8565,1.4335,62.60%,2003
13490,217,34.99,13.0863,21.9037,62.60%,2003
13490,485,21.98,8.2205,13.759500000000001,62.60%,2003
13491,214,34.99,13.0863,21.9037,62.60%,2004
13491,217,34.99,13.0863,21.9037,62.60%,2004
13491,463,24.49,9.1593,15.330699999999998,62.60%,2004
13491,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13491,477,4.99,1.8663,3.1237000000000004,62.60%,2004
13491,478,9.99,3.7363,6.2537,62.60%,2003
13491,485,21.98,8.2205,13.759500000000001,62.60%,2004
13491,528,4.99,1.8663,3.1237000000000004,62.60%,2004
13491,537,35,13.09,21.91,62.60%,2004
13492,225,8.99,6.9223,2.0677000000000003,23.00%,2003
13492,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
13492,371,2181.5625,1320.6838,860.8787,39.46%,2002
13492,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13492,478,9.99,3.7363,6.2537,62.60%,2003
13493,477,4.99,1.8663,3.1237000000000004,62.60%,2003
13493,478,9.99,3.7363,6.2537,62.60%,2003
13493,530,4.99,1.8663,3.1237000000000004,62.60%,2003
13493,541,28.99,10.8423,18.1477,62.60%,2003
13494,214,34.99,13.0863,21.9037,62.60%,2003
