Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,10720,,20,Admin Common,2966,18/07/19,6153-00014-0000,TROUSER & SHIRT WITH CAP (GMP),SET,63,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,11743,,1,Admin Common,3223,3/9/2019,6153-00016-0000,LONG COAT TROUSER AND CAP,SET,57,10/9/2019,,Required uniform for production visitors. 
APPROVED,10720,,11,Admin Common,2966,18/07/19,6153-00017-0000,LONG COAT TROUSER AND SCARF,SET,24,24/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,10720,,12,Admin Common,2966,18/07/19,6153-00017-0000,LONG COAT TROUSER AND SCARF,SET,27,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,19315,,54,,5170,15/03/21,6202-00001-0000,OIL FILTER SUZUKI SWIFT,NOS,10,15/03/21,,
APPROVED,8165,,52,Admin Common,2220,18/03/19,6202-00014-0000,FUEL FILTER,NOS,1,20/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,4675,,1,Admin Common,1152,26/09/18,6204-00001-0000,TYRE RADIAL,NOS,4,24/09/18,,"ARRANGED TYRE  FOR SUZUKI MEHRAN  AXF-773 MR ASIF SHAIKH (132,000KM)."
APPROVED,74,,2,,184,24/05/18,6204-00001-0000,TYRE RADIAL,NOS,1,24/04/18,,Replacement of Tyres in Brookes Fleet 
APPROVED,6172,,4,Admin Common,1581,9/11/2018,6205-00022-0000,LAMP ASSY REAR COMB,NOS,1,16/11/18,,INSURANCE CLAIM OF VEHICLE SUZUKI MEHRAN AXE-715 MS KANWAL (84241KM).
APPROVED,179,,17,,105,24/05/18,6205-00029-0000,FRONT BUMPER L/S SPACER,NOS,1,15/05/18,,Arranged Parts of Toyota Altis for Brookes Fleet  
APPROVED,7040,,3,Admin Common,1901,14/12/18,6205-00057-0000,LAMP ASSY FRONT COMB,NOS,1,20/12/18,,ARRANGED AUTO PARTS FOR VEHICLE SUZUKI PICK UP ADMIN POOL KU-9694 (76500KM).
APPROVED,165,,5,,202,24/05/18,6205-00059-0000,CARBURETOR CLEANER AEROSOL CAN 650ml,NOS,1,1/5/2018,,Arranged Parts for Brookes & banglow Vehicles 
APPROVED,3529,,4,Admin Common,1048,14/09/18,6205-00062-0000,VEHICLE SEAT COVER,NOS,1,13/08/18,,ARRANGED CAR ACCESSORIES FOR NEW MEHRAN AT BROOKES.ENGINE # 7437728CHASSIS # 01282247
APPROVED,7509,,3,Admin Common,2003,2/1/2019,6205-00074-0000,HOSE HEATER OUTLET,NOS,1,8/1/2019,,"ARRANGED AUTO PARTS FOR VEHICLE SUZUKI MEHRAN AXF-205 Mr. AFZAL IMAM (129,000KM)."
APPROVED,6720,,2,Quality Control (Common),1744,3/12/2018,6252-00004-0000,Surgical Gloves 8.5'',NOS,500,10/12/2018,Atif Salam,SURGICAL COTTON ROLL 
APPROVED,26948,,16,Utilities,6446,5/6/2023,6254-00011-0000,GAS OXYGEN CYLINDER,NOS,2,21/04/23,,REQUIRED FOR COMPANY GENERATORS/ BOILER/ CHILLER.
APPROVED,,,1,Engineering (Common),7193,19/01/24,6254-00025-0000,GAS ARGON CYLINDER FOR WELDING,NOS,1,23/01/24,Atif Salam,REQUIRED FOR WORKSHOP
APPROVED,5685,,1,Civil,1450,26/10/18,6255-00002-0000,ORDINARY PORT LAND CEMENT ( OPC ),NOS,10,30/10/18,,REQUIRED FOR FACTORY CIVIL MAINTENANCE WORK
APPROVED,9015,,2,Directors,2629,21/05/19,6254-00063-0000,PETROL,LTR,84,24/04/19,,Arranged Petrol for Khan Sahib's vehicle during the month of April-19
APPROVED,28136,,2,Engineering (Common),6544,3/7/2023,6254-00065-0000,DIESEL,LTR,"15,000.00",9/6/2023,,"REQUIRED FOR COMPANY GENERATORS, BOILER & ABSORPTION CHILLER"
APPROVED,26948,,13,Engineering (Common),6446,5/6/2023,6254-00065-0000,DIESEL,LTR,"20,000.00",20/01/23,,REQUIRED FOR COMPANY GENERATORS/ BOILER/ CHILLER.
APPROVED,7427,,1,Admin Common,1978,27/12/18,6254-00069-0000,BAJRA FOR BIRDS,KGs,30,3/1/2019,,REQUIRED BAJRA & FISH FEED FOR BIRDS IN THE MONTH OF JANUARY 2019.
APPROVED,29349,,1,Admin Common,6944,28/11/23,6254-00071-0000,WATER TANKER,NOS,1,10/11/2023,,Arrange water tanker for Brookes Pharma & Offsite warehouse during the month of Oct-2023.
APPROVED,28655,,4,Admin Common,6679,7/9/2023,6254-00071-0000,WATER TANKER,NOS,1,21/07/23,,"ARRANGED WATER TANKER (16,000 GALLONS) FOR BROOKES PHARMA PLOT 58-59 IN THE MONTH OF JULY 2023"
APPROVED,28727,,706,Admin Common,6674,7/9/2023,6254-00071-0000,WATER TANKER,NOS,20,15/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,581,Admin Common,6453,5/6/2023,6254-00071-0000,WATER TANKER,NOS,2,25/04/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,12718,,1,Directors,3905,11/11/2019,6254-00071-0000,WATER TANKER,NOS,21,15/11/19,,WATER TANKER
APPROVED,6155,,2,Directors,1599,12/11/2018,6254-00071-0000,WATER TANKER,NOS,4,16/11/18,,WATER TANKER
APPROVED,6081,,1,Admin Common,1538,7/11/2018,6254-00071-0000,WATER TANKER,NOS,42,14/11/18,,ARRANGED WATER TANKER  AT BROOKES IN THE MONTH OF OCTOBER 2018.
APPROVED,27885,,2,Sterile (Common),6449,5/6/2023,6254-00076-0000,GAS LIQUID NITROGEN,LTR,"10,000.00",19/05/23,,Vnet filter required for Jiangsu Autoclaves 
APPROVED,6056,,2,Sterile (Common),1534,7/11/2018,6254-00078-0000,GAS LIQUID OXYGEN FOR XL-45,CBM,"5,000.00",13/11/18,,Gas liquid nitrogen and gas liquid oxygen for smooth production in sterile area
APPROVED,7909,,540,Admin Common,2221,18/03/19,6254-00080-0000,ROPE JUTE,KGs,1,6/3/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,28473,,1,Networking,6677,7/9/2023,6303-00067-0000,TONER CARTRIDGE FOR HP LASERJET PRO M12W (79A),NOS,5,26/07/23,,Toners Required
APPROVED,29027,,1,Quality Control (Common),6966,28/11/23,6401-00002-0000,ACETONITRILE,LTR,260,5/10/2023,,"As per Request of SCD, New requisition raised for Acetonitrile and Methanol"
APPROVED,1552,,6,Admin Common,448,26/06/18,6301-00017-0000,DVR 08 CHANNEL MODEL: XVR-4208 BRAND: DAHUA,NOS,1,3/7/2018,,"ALREADY PURCHASED PARTS OF CCTV AGAINST REQ # 172605 , 173217 & 173642 FOR OFFSITE WAREHOUSES & EMERGENCY EXITS OF BROOKES PHARMA "
APPROVED,5357,,9,Networking,1356,16/10/18,6302-00014-0000,RAM DDR3 - 4GB,NOS,10,19/10/18,,TO MAINTAIN INVENTORY
APPROVED,29027,,3,Quality Control (Common),6966,28/11/23,6401-00014-0000,METHANOL HPLC GRADE,LTR,260,5/10/2023,,"As per Request of SCD, New requisition raised for Acetonitrile and Methanol"
APPROVED,26637,,10,Quality Control (Common),6164,9/1/2023,6401-00014-0000,METHANOL HPLC GRADE,LTR,260,8/12/2022,Atif Salam,METHANOL HPLC GRADE
APPROVED,26637,,11,Quality Control (Common),6164,9/1/2023,6401-00014-0000,METHANOL HPLC GRADE,LTR,300,8/12/2022,Atif Salam,METHANOL HPLC GRADE
APPROVED,5342,,6,Quality Control (Common),1316,11/10/2018,6402-00009-0000,TITRIPLEX (III) EDTA,GMS,5,18/10/18,Atif Salam,SODIUM SULPHATE ANHYDROUS
APPROVED,7343,,1,Quality Control (Common),1945,19/12/18,6402-00017-0000,1-HEXANE SULPOHONIC ACID SODIUM SALT,GMS,250,26/12/18,,TIRON
APPROVED,6589,,4,Quality Control (Common),1769,4/12/2018,6402-00036-0000,SODIUM CHLORIDE,GMS,"1,000.00",5/12/2018,,METHANOL HPLC GRADE
APPROVED,5717,,3,Quality Control (Common),1422,25/10/18,6402-00040-0000,TETRA HEPTYL AMMONIUM BROMIDE,GMS,25,31/10/18,,ACETONITRILE
APPROVED,,,2,Quality Control (Common),7150,15/01/24,6402-00049-0000,TRYPTIC SOYA AGAR,GMS,"4,000.00",22/01/24,Rashid Ayub,For Micro Testing Purpose
APPROVED,28614,,8,Quality Control (Common),6670,7/9/2023,6402-00049-0000,TRYPTIC SOYA AGAR,GMS,"3,000.00",5/6/2023,Atif Salam,LYSATE 0.125EU/ML 
APPROVED,7945,,15,Directors,2195,18/03/19,6405-00014-0000,FLASK THERMASK,NOS,1,19/03/19,,REQUIRED FOR 35/HAlready Purchased
APPROVED,4727,,8,Quality Control (Common),1091,18/09/18,6406-00026-0000,USP REFERENCE STANDARDS CEFEPIME RELATED COMPOUND E,NOS,1,25/09/18,,USP REFERENCE STANDARD CLARITHROMYCIN IDENTITY 
APPROVED,28457,,1,"Health, Safety And Environment (Common)",6687,7/9/2023,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,2,24/07/23,,REFILLING OF FIRE EXTINGUISHER
APPROVED,28508,,1,Procurement,6680,7/9/2023,1111-00003-1001,RUBBER STOPPER BROMO BUTYL GREY 32mm A1 - Common Material,NOS,600,8/8/2023,,RUBBER STOPPER BROMO BUTYL GREY 32mm A1 - Common Material
APPROVED,,,3,,7311,2/2/2024,1307-00045-1002,STICKER PYODINE SOLUTION 450ml - Local Pack C/P,NOS,"100,000.00",28/02/24,Rashid Ayub,
APPROVED,29166,,11,,6735,2/10/2023,6102-00033-0000,Stapler Pin (Med),NOS,54,2/10/2023,,
APPROVED,29219,,59,Canteen,6963,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,3/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,29219,,62,Canteen,6963,28/11/23,6351-00001-0000,MILK FRESH,LTR,82,7/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,29219,,58,Canteen,6963,28/11/23,6351-00001-0000,MILK FRESH,LTR,50,7/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,29178,,32,Canteen,6889,28/11/23,6351-00001-0000,MILK FRESH,LTR,78,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29178,,34,Canteen,6889,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29458,,28,Canteen,6899,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,29131,,45,Canteen,6884,28/11/23,6351-00001-0000,MILK FRESH,LTR,78,17/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,28727,,447,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,90,2/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,444,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,90,21/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,437,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,424,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,80,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,421,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,80,2/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,417,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,80,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,445,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,90,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,347,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,20,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,319,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,360,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,60,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,344,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,372,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,65,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,346,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,362,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,60,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,335,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26464,,58,Canteen,6214,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26766,,55,Canteen,6097,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,7909,,391,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,394,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,67,Canteen,2100,15/01/19,6351-00001-0000,MILK FRESH,LTR,25,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,7062,,53,Canteen,2006,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7062,,57,Canteen,2006,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,6717,,42,Canteen,1759,4/12/2018,6351-00001-0000,MILK FRESH,LTR,30,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6717,,43,Canteen,1759,4/12/2018,6351-00001-0000,MILK FRESH,LTR,30,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6574,,60,Canteen,1745,3/12/2018,6351-00001-0000,MILK FRESH,LTR,30,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,6186,,44,Canteen,1619,15/11/18,6351-00001-0000,MILK FRESH,LTR,30,19/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,6170,,54,Canteen,1576,9/11/2018,6351-00001-0000,MILK FRESH,LTR,30,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,6053,,43,Canteen,1574,9/11/2018,6351-00001-0000,MILK FRESH,LTR,30,13/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,6053,,44,Canteen,1574,9/11/2018,6351-00001-0000,MILK FRESH,LTR,30,14/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,5396,,60,Canteen,1368,17/10/18,6351-00001-0000,MILK FRESH,LTR,35,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,4034,,50,Canteen,1244,4/10/2018,6351-00001-0000,MILK FRESH,LTR,35,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,27852,,69,Canteen,6453,5/6/2023,6351-00002-0000,CHANA WHITE,KGs,30,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6843,,9,Canteen,2005,2/1/2019,6351-00002-0000,CHANA WHITE,KGs,80,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6170,,36,Canteen,1576,9/11/2018,6351-00004-0000,DAL MASSH,KGs,25,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,7909,,551,Canteen,2221,18/03/19,6351-00005-0000,SALT,CTN,120,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,548,Canteen,2221,18/03/19,6351-00005-0000,SALT,CTN,24,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,549,Canteen,2221,18/03/19,6351-00005-0000,SALT,CTN,48,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,547,Canteen,2221,18/03/19,6351-00005-0000,SALT,CTN,10,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,29022,,50,Canteen,6986,28/11/23,6351-00006-0000,SUGAR,KGs,50,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29186,,53,Canteen,6857,28/11/23,6351-00006-0000,SUGAR,KGs,50,25/10/23,,CASH PURCHASED FOR CANTEEN FROM 12-10-2023 TILL 17-10-2023. 
APPROVED,29131,,65,Canteen,6884,28/11/23,6351-00006-0000,SUGAR,KGs,50,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,29367,,49,Canteen,6851,28/11/23,6351-00006-0000,SUGAR,KGs,25,15/11/23,,CASH PURCHASED FOR CANTEEN FROM 24-10-2023 TILL 31-10-2023.
APPROVED,9636,,63,Canteen,2621,21/05/19,6351-00006-0000,SUGAR,KGs,300,28/05/19,,Cash purchased for canteen from 19-Apr-19 to 24-Apr-19
APPROVED,28727,,153,Canteen,6674,7/9/2023,6351-00007-0000,COOKING OIL,TIN,2,2/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,125,Canteen,6453,5/6/2023,6351-00007-0000,COOKING OIL,TIN,2,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,127,Canteen,6453,5/6/2023,6351-00007-0000,COOKING OIL,TIN,3,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7909,,190,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,3,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,195,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,8,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6053,,28,Canteen,1574,9/11/2018,6351-00007-0000,COOKING OIL,TIN,2,14/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,5520,,6,Canteen,1496,1/11/2018,6351-00007-0000,COOKING OIL,TIN,20,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,5355,,60,Canteen,1618,15/11/18,6351-00009-0000,TURMERIC (HALDI),KGs,5,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5520,,22,Canteen,1496,1/11/2018,6351-00009-0000,TURMERIC (HALDI),KGs,15,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,29458,,18,Canteen,6899,28/11/23,6351-00010-0000,FLOUR,KGs,100,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,28727,,270,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,100,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,207,Canteen,6453,5/6/2023,6351-00010-0000,FLOUR,KGs,50,1/6/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7909,,279,Canteen,2221,18/03/19,6351-00010-0000,FLOUR,KGs,"1,600.00",25/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6186,,36,Canteen,1619,15/11/18,6351-00010-0000,FLOUR,KGs,750,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,5520,,19,Canteen,1496,1/11/2018,6351-00010-0000,FLOUR,KGs,"1,250.00",26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,29458,,17,Canteen,6899,28/11/23,6351-00011-0000,ESSENCE,BTL,2,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,28727,,259,Canteen,6674,7/9/2023,6351-00011-0000,ESSENCE,BTL,6,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,6170,,34,Canteen,1576,9/11/2018,6351-00012-0000,CUSTARD,PKS,40,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,6717,,57,Canteen,1759,4/12/2018,6351-00013-0000,FENNEL (SONF),KGs,4,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,28727,,518,Canteen,6674,7/9/2023,6351-00015-0000,PICKLE,KGs,1,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,6186,,51,Canteen,1619,15/11/18,6351-00015-0000,PICKLE,KGs,20,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,7909,,369,Canteen,2221,18/03/19,6351-00016-0000,MATCH BOX,PKS,3,31/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,64,Canteen,2100,15/01/19,6351-00016-0000,MATCH BOX,PKS,2,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,5964,,23,Canteen,1522,5/11/2018,6351-00020-0000,DAL CHANA,KGs,150,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,28727,,353,Canteen,6674,7/9/2023,6351-00021-0000,IMLI (TAMARIND),KGs,1.95,22/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,6450,,33,Canteen,1693,26/11/18,6351-00021-0000,IMLI (TAMARIND),KGs,15,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,28727,,621,Canteen,6674,7/9/2023,6351-00022-0000,TAIZ PAT,GMS,0.11,22/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,619,Canteen,6674,7/9/2023,6351-00022-0000,TAIZ PAT,GMS,0.06,20/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,622,Canteen,6674,7/9/2023,6351-00022-0000,TAIZ PAT,GMS,0.39,20/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,5964,,42,Canteen,1522,5/11/2018,6351-00023-0000,NEHARI MASALA (BULK),GMS,10,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,7497,,3,Canteen,2100,15/01/19,6351-00026-0000,CARROT (GAAJAR),KGs,15,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6558,,7,Canteen,1753,3/12/2018,6351-00026-0000,CARROT (GAAJAR),KGs,20,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,5355,,17,Canteen,1618,15/11/18,6351-00026-0000,CARROT (GAAJAR),KGs,40,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6450,,34,Canteen,1693,26/11/18,6351-00030-0000,JAIFAL,KGs,0.25,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,26464,,82,Canteen,6214,9/1/2023,6351-00032-0000,RICE (SELLA),KGs,75,21/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26766,,72,Canteen,6097,9/1/2023,6351-00032-0000,RICE (SELLA),KGs,100,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,26766,,71,Canteen,6097,9/1/2023,6351-00032-0000,RICE (SELLA),KGs,75,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,7909,,535,Canteen,2221,18/03/19,6351-00032-0000,RICE (SELLA),KGs,200,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,29219,,23,Canteen,6963,28/11/23,6351-00033-0000,CORN FLOUR,KGs,2,7/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,5964,,20,Canteen,1522,5/11/2018,6351-00033-0000,CORN FLOUR,KGs,10,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,5520,,8,Canteen,1496,1/11/2018,6351-00033-0000,CORN FLOUR,KGs,9,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,7909,,644,Canteen,2221,18/03/19,6351-00036-0000,ZARDA COLOR,KGs,450,31/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6221,,13,Canteen,1609,15/11/18,6351-00038-0000,CHEESE,PKS,2,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,7497,,40,Canteen,2100,15/01/19,6351-00039-0000,DAL MASOOR SABUT,KGs,70,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,28727,,636,Canteen,6674,7/9/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,5,3/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,631,Canteen,6674,7/9/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,3,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,524,Canteen,6453,5/6/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,24,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,521,Canteen,6453,5/6/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,3,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7497,,108,Canteen,2100,15/01/19,6351-00043-0000,TEA PACK (TAPAL),PKS,12,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,28727,,589,Canteen,6674,7/9/2023,6351-00046-0000,SAUCE,NOS,2,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
