Document Status,Line Status,Business Unit,PO,Created By,Creation Date,Vendor Name,Vendor Site Code,Ship To Location,Bill To Location,Term Name,Currency Code,Rate Type,Rate Date,Rate,DFF By Pass,DFF Purchasing For,DFF Directors Purchase,Attribute Category,DFF Remarks Or Indent,Line Num,Quantity,Received Quantity,Received Amount,Invoice Quantity,Invoice Amount,Unit Price,Line Item,Item Description,UOM,Requisition Number,Promised Date,Need By Date,Tax Name,Line Attribute Category,DFF Manufacturer,DFF Item Spec,DFF Department,DFF Line Remarks,Item Type,Requester,Dist Attribute Category,DFF Requisition Type,DFF Asset location,DFF Project,DFF Remarks,DFF Related Asset Tag Number,DFF Department.1,GCC Account,Received Quantity %,Balance Quantity
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),49.0,150.0,0.0,0.0,0.0,0.0,500.0,3003-00003-0000,"CABLE LAYING AND GROUNDING WORK OF L.T SYSTEM SAME AS ITEM NO. 04 ABOVE BUT, 2 - 240MM² CU S/C PVC CABLE (GREEN) FROM EARTH TERMINAL BLOCK TO L.T PANEL, (ITEM# 5, SEC F)!-",MTR,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,150.0
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),50.0,5.0,0.0,0.0,0.0,0.0,1000.0,3003-00001-0000,SERVICE CHARGES FOR CABELING AND PANEL INSTALLTION AND MISCELLANEOUS WORK OF L.T. SYSTEM TESTING & CONNECTING OF COPPER EARTH TERMINAL BLOCK SIZE OF 300MM X 100MM X 10MM THICK WITH S.S NAME PLATE FIXED ON WALL,JOB,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,"(ITEM# 6, SEC F)",, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,5.0
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),51.0,1.0,0.0,0.0,0.0,0.0,40000.0,3003-00001-0000,SERVICE CHARGES FOR CABELING AND PANEL INSTALLTION AND MISCELLANEOUS WORK OF L.T. SYSTEM 35MM² 4/C PVC / PVC CABLE FROM L.T PANEL TO P.DB PUMP COMPLETE IN ALL RESPECT. (ITEM# 3.15 SEC G)!-,JOB,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),52.0,1.0,0.0,0.0,0.0,0.0,45000.0,3003-00001-0000,SERVICE CHARGES FOR CABELING AND PANEL INSTALLTION AND MISCELLANEOUS WORK OF L.T. SYSTEM 185MM² 4/C PVC / PVC CABLE FROM L.T PANEL TO NEW INJECTION POWER / LIGHTS COMPLETE IN ALL RESPECT. (ITEM# 3.16 SEC G),JOB,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),53.0,1.0,0.0,0.0,0.0,0.0,350000.0,3003-00001-0000,SERVICE CHARGES FOR CABELING AND PANEL INSTALLTION AND MISCELLANEOUS WORK OF L.T. SYSTEM 120MM² 4/C PVC / PVC CABLE FROM L.T PANEL TO NEW TABLET COMPLETE IN ALL RESPECT. (ITEM# 3.18 SEC G)!-!-,JOB,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17854.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL (ELECTRICAL WORKS ONLY LABOUR),54.0,1.0,0.0,0.0,0.0,0.0,85000.0,3003-00001-0000,"SERVICE CHARGES FOR CABELING AND PANEL INSTALLTION AND MISCELLANEOUS WORK OF L.T. SYSTEM 4 X 240MM² S/C PVC / PVC CABLE FROM L.T PANEL TO 800 AMPS C.O.S COMPLETE IN ALL RESPECT.  (ITEM# 3.20, SEC G)!-",JOB,29536.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17856.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL PROJECT (POWER CABLE TERMINATION MATERIAL),1.0,1.0,0.0,0.0,0.0,0.0,4607500.0,3009-00003-0000,"REPAIR AND MAINTENANCE SUPPLY OF BRASS LUGS FOR CABLE TERMINATION BRASS GLAND, CABLE TIES, NUT BOLT WITH WASHER, PVC TAPE COLOR WISE, CABLE SHROUD COLOR WISE, HT TERMINATION KIT, HT TAPE WITH ALL ACCESSORIES.!-",JOB,29534.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17857.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL PROJECT (FUEL TANK & MS PIPING WORK),1.0,1.0,0.0,0.0,0.0,0.0,650000.0,3009-00003-0000,"REPAIR AND MAINTENANCE SUPPLY AND FABRICATION OF DIESEL STORAGE DAY TANK 3000 LITERS. VERTICAL TYPE (LENGTH: 9'10"", HEIGHT: 3', WIDTH: 2'10"", PEDISTRIAL HEIGHT: 48"") WITH PEDISTRIAL FRAME 4MM THICK M.S SHEET.!-",NOS,29533.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17857.0,Atif Salam,2023-11-22,TECHNO POWER ENGINEERING COMPANY,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR NAL PROJECT (FUEL TANK & MS PIPING WORK),2.0,1.0,0.0,0.0,0.0,0.0,230032.0,3009-00003-0000,"REPAIR AND MAINTENANCE  SUPPLY AND INSTALLATION 2 NO. GENSET OF MS FUEL PIPING, DIA: 25MM SCH 40 SEAMLESS, INCLUDING FLANGES, BALL VALVES BARREL NIPPLE, STRAINER, FLEXIBLE LEAD & OTHER SUPPORTING MATERIALS AT SITE!-",JOB,29533.0,2023-12-30,2023-11-24,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,CWIP,,001,,,Sterile (Common) ,11-1201-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17883.0,Atif Salam,2023-11-27,SATCOMM (PRIVATE) LIMITED,TELE & INTERNET,Brookes HO and IT Org,Brookes HO and IT Org,10 DAYS AFTER DELIVERY,PKR,,,,,,,Local Purchase,FIBER DATA & INTERNET CONNECTIVITY FOR RENTAL WAREHOUSE PRIMARY LINK,1.0,12.0,2.0,40000.0,2.0,40000.0,20000.0,3011-00006-0000,FIBER INTERNET CONNECTIVITY 10 MBPS FOR RENTAL WAREHOUSE,JOB,29442.0,2024-10-31,2023-11-21,ST 19.5% + ADVT 15%,Manufacturer Detail,,,, ,EXPENSE,Syed Muhammad Tahir,Requisition Distribution DFF,Others,,,,,Networking ,11-0403-82011004-0000-00-0000-00-000,16.666666666666664,10.0
OPEN,OPEN,Brookes Pharma,17883.0,Atif Salam,2023-11-27,SATCOMM (PRIVATE) LIMITED,TELE & INTERNET,Brookes HO and IT Org,Brookes HO and IT Org,10 DAYS AFTER DELIVERY,PKR,,,,,,,Local Purchase,FIBER DATA & INTERNET CONNECTIVITY FOR RENTAL WAREHOUSE PRIMARY LINK,2.0,12.0,2.0,20000.0,2.0,20000.0,10000.0,3011-00009-0000,FIBER DATA CONNECTIVITY 10 MBPS FOR RENTAL WAREHOUSE,JOB,29442.0,2024-10-31,2023-11-21,INPUT_ST_NR_19.5%,Manufacturer Detail,,,, ,EXPENSE,Syed Muhammad Tahir,Requisition Distribution DFF,Others,,,,,Networking ,11-0403-82011004-0000-00-0000-00-000,16.666666666666664,10.0
OPEN,OPEN,Brookes Pharma,17889.0,Atif Salam,2023-11-27,TECHNO ENERGY SYSTEM,EQP ON RENT SER,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,RENEWAL OF RENTAL GENERATOR CONTRACT FROM JAN 2024 TO DEC 2024 FOR PLOT -59,1.0,12.0,0.0,0.0,0.0,0.0,423000.0,3008-00012-0000,RENTAL GENERATOR 950 KVA - CATERPILLAR D3508 PER MONTH 100 HOURS !-1.) APPROVE RUINING LOAD 560KW / 950A!-2.) 24 HOURS OPERATOR !-3.) OIL AND FILTERS MAINTENANCE RESPONSIBILITY OF TECHNO ENERGY SYSTEM,NOS,29249.0,2024-12-31,2023-11-01,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Electrical ,11-2403-82010702-0000-00-0000-00-000,0.0,12.0
OPEN,OPEN,Brookes Pharma,17914.0,Mumtaz,2023-11-29,SHIMADZU (ASIA PACIFIC) PTE LTD.,IMPORT PACK MAT,Brookes HO and IT Org,Brookes HO and IT Org,LC Sight,USD,Corporate,2023-11-29,226.5,,,,Import,,18.0,1.0,0.0,0.0,0.0,0.0,1000.0,3005-00014-0000,FREIGHT CHARGES,JOB,,2023-12-31,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17918.0,Atif Salam,2023-11-29,PROFESSIONAL,LOCAL OTHER PUR,Brookes Maintenance Org,Brookes Maintenance Org,100% ADVANCE,PKR,,,,,,,Local Purchase,URGENTLY REQUIRED REPLACEMENT OF PART AT PYODINE FILLING - PACKAGING - ALREADY DELIVERED,3.0,1.0,0.0,0.0,0.0,0.0,4000.0,3005-00009-0000,SERVICES & INSTALLATION CHARGES,JOB,29575.0,2023-11-24,2023-12-04,,Manufacturer Detail,,,, ,EXPENSE,Rao Saifullah Muneer,Requisition Distribution DFF,Others,,,,7191.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17934.0,Atif Salam,2023-11-30,WAHEED BHAI CARPENTER,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR REPAIR AND MAINTENANCE WORK FOR AUDIT IN PRODUCTION AREA - WORK COMPLETED,1.0,1.0,0.0,0.0,0.0,0.0,3500.0,3005-00008-0000,LABOUR CHARGES - BROKEN GLASS CHANGE WITH FRAME PATTI AND RIVITING 3-1/2 x 4 = 14 SFT  x @250/-,JOB,29554.0,2023-11-18,2023-11-29,,Manufacturer Detail,,,, ,EXPENSE,Syed Moizuddin Hassan,Requisition Distribution DFF,Others,,,,,Non Sterile - Solid (Common) ,11-1101-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17934.0,Atif Salam,2023-11-30,WAHEED BHAI CARPENTER,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR REPAIR AND MAINTENANCE WORK FOR AUDIT IN PRODUCTION AREA - WORK COMPLETED,2.0,1.0,0.0,0.0,0.0,0.0,15000.0,3005-00008-0000,"LABOUR CHARGES - 6 NOS ALUMINUM DOORS REPAIRED RIVITING, HING CHANGE x @2500/-",JOB,29554.0,2023-11-18,2023-11-29,,Manufacturer Detail,,,, ,EXPENSE,Syed Moizuddin Hassan,Requisition Distribution DFF,Others,,,,,Non Sterile - Solid (Common) ,11-1101-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17934.0,Atif Salam,2023-11-30,WAHEED BHAI CARPENTER,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR REPAIR AND MAINTENANCE WORK FOR AUDIT IN PRODUCTION AREA - WORK COMPLETED,3.0,1.0,0.0,0.0,0.0,0.0,3000.0,3005-00008-0000,LABOUR CHARGES - EXECUTIVE AND FEMALE CHAMGE ROOMS DOORS CLOSER SETTING AND LEVER CHANGE!-,JOB,29554.0,2023-11-18,2023-11-29,,Manufacturer Detail,,,, ,EXPENSE,Syed Moizuddin Hassan,Requisition Distribution DFF,Others,,,,,Non Sterile - Solid (Common) ,11-1101-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,1.0,5.0,0.0,0.0,0.0,0.0,5000.0,3006-00069-0000,LOAD TESTING (STACKERS),JOB,29567.0,2023-12-09,2023-11-30,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,5.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,2.0,3.0,0.0,0.0,0.0,0.0,4500.0,3006-00069-0000,LOAD TESTING (REACH TRUCK) !-,JOB,29567.0,2023-12-09,2023-11-30,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,3.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,3.0,4.0,0.0,0.0,0.0,0.0,6500.0,3006-00069-0000,LOAD TESTING (CARGO LIFT)!-,JOB,29567.0,2023-12-09,2023-11-30,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,4.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,4.0,1.0,0.0,0.0,0.0,0.0,8500.0,3006-00069-0000,LOAD TESTING (FORK LIFT) ,JOB,29567.0,2023-12-09,2023-11-30,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,5.0,3.0,0.0,0.0,0.0,0.0,17000.0,3006-00069-0000,LOAD TESTING - COMPRESSED AIR STORAGE TANKS,JOB,29567.0,2023-12-09,2023-11-30,INPUT_ST_NR_13%,Manufacturer Detail,,(Visual+Hydro+UTG),, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,3.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,6.0,1.0,0.0,0.0,0.0,0.0,75000.0,3006-00069-0000,LOAD TESTING - DEAD WEIGHTS,JOB,29658.0,2023-12-09,2023-12-07,INPUT_ST_NR_13%,Manufacturer Detail,,(3 Ton),, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17937.0,Atif Salam,2023-11-30,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,7.0,4.0,0.0,0.0,0.0,0.0,3000.0,3005-00013-0000,TRAVELING  CHARGES,JOB,29658.0,2023-12-09,2023-12-07,INPUT_ST_NR_13%,Manufacturer Detail,,(Per Day: Rs. 3000/-),, ,EXPENSE,Tanveer Asrar,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-82012410-0000-00-0000-00-000,0.0,4.0
OPEN,OPEN,Brookes Pharma,17938.0,Mumtaz,2023-12-01,EVONIK NUTRITION AND CARE GMBH,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,Advance,EUR,Corporate,2023-12-01,241.77,,,,Import,MORGAN Chemicals,2.0,1.0,0.0,0.0,0.0,0.0,266.0,3005-00014-0000,FREIGHT CHARGES,JOB,,2024-01-02,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,17993.0,Atif Salam,2023-12-07,PRIME ENGINEERING APPLICATION SERVICES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,100% ADVANCE,PKR,,,,,,,Local Purchase,LABOUR CHARGES FOR EPOXY TOP COATING IN STERILE CORRIDOR AND CHANGE ROOM - WORK COMPLETED,1.0,2300.0,0.0,0.0,0.0,0.0,30.0,3005-00027-0000,LABOUR CHARGES - EPOXY TOP COATING IN STERILE CORRIDOR AND CHANGE ROOM,SFT,29685.0,2023-12-04,2023-12-11,,Manufacturer Detail,,(200 Microns),, ,EXPENSE,Rao Saifullah Muneer,Requisition Distribution DFF,Others,,,,0.0,Sterile (Common) ,11-1201-82010603-0000-00-0000-00-000,0.0,2300.0
OPEN,OPEN,Brookes Pharma,18005.0,Rashid Ayub,2023-12-08,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE FOR CORPORATE POOL CARS BPV-433 & BMU 689,6.0,1.0,0.0,0.0,0.0,0.0,600.0,3005-00005-0000,WASHING / SERVICE CHARGES OF VEHICLE,NOS,29355.0,2023-11-13,2023-11-13,,Manufacturer Detail,,BPV-433,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Directors,,,,50003.0,Admin Common ,11-0002-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18014.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIRING OF WINDOW GLASS LEVER FOR CORPORATE POOL MOBILE KS-7633,1.0,1.0,0.0,0.0,0.0,0.0,6000.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29507.0,2023-11-23,2023-11-23,,Manufacturer Detail,,KS-7633,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Directors,,,,0.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18015.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE OF SUZUKI MEHRAN BJF-219 (ATIF SALAM) ,12.0,1.0,0.0,0.0,0.0,0.0,5000.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29510.0,2023-11-23,2023-11-23,,Manufacturer Detail,,BJF-219,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Others,,,,11070.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18015.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE OF SUZUKI MEHRAN BJF-219 (ATIF SALAM) ,13.0,1.0,0.0,0.0,0.0,0.0,2000.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29510.0,2023-11-23,2023-11-23,,Manufacturer Detail,,BJF-219,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Others,,,,11070.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18015.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE OF SUZUKI MEHRAN BJF-219 (ATIF SALAM) ,14.0,1.0,0.0,0.0,0.0,0.0,1200.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29510.0,2023-11-23,2023-11-23,,Manufacturer Detail,,BJF-219,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Others,,,,11070.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18015.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE OF SUZUKI MEHRAN BJF-219 (ATIF SALAM) ,15.0,1.0,0.0,0.0,0.0,0.0,1000.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29510.0,2023-11-23,2023-11-23,,Manufacturer Detail,,BJF-219,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Others,,,,11070.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18019.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE FOR MEHRAN BJB-917 (AHMED RIZVI - RELATIVE CORPORATE PREMISES),9.0,1.0,0.0,0.0,0.0,0.0,4500.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29572.0,2023-11-30,2023-11-30,,Manufacturer Detail,,BJB-917 ,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Directors,,,,11071.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18019.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,Cash,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE FOR MEHRAN BJB-917 (AHMED RIZVI - RELATIVE CORPORATE PREMISES),10.0,1.0,0.0,0.0,0.0,0.0,1000.0,3005-00029-0000,REPAIR AND MAINTENANCE - VEHICLE ,JOB,29572.0,2023-11-30,2023-11-30,,Manufacturer Detail,,BJB-917,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Directors,,,,11071.0,Admin Common ,11-0002-82012410-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,18020.0,Rashid Ayub,2023-12-11,TARIQ HASAN SIDDIQUI -CASH PURCHASES,CASH PUR,Brookes Maintenance Org,Brookes Maintenance Org,1 Day,PKR,,,,,,,Local Purchase,ARRANGED REPAIR & MAINTENANCE OF BROOKES VEHICLES,13.0,1.0,0.0,0.0,0.0,0.0,500.0,3005-00007-0000,PUNCTURE / TYRE REPAIR,NOS,29581.0,2023-12-05,2023-12-05,,Manufacturer Detail,,JV-4128,, ,EXPENSE,Tariq Hasan Siddiqui,Requisition Distribution DFF,Others,,,,11085.0,Admin Common ,11-0002-82010606-0000-00-0000-00-000,0.0,1.0
